sourceTaxonName	sourceTaxonNameCommon	interactionTypeId	interactionTypeName	targetTaxonName	referenceCitation	referenceUrl
Crocidosema aporema	Bud borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Eutetranychus orientalis	Citrus brown mite	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Spinach	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Spinach	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Erwinia pyrifolia	Asian pear blight	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Strawberry	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Nepovirus Tomato black ring virus	Tomato black ring (TBRV)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Strawberry	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Strawberry	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Chlorophorus annularis	Bamboo borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sugarcane	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Heterodera sacchari	Sugar cane cyst nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sugarcane	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Metamasius hemipterus	West Indian cane weevil	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sugarcane	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Peronosclerospora philippinensis	Philippine downy mildew	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sugarcane	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Rhabdoscelus obscurus 	New Guinea sugarcane weevil	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sugarcane	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Rhynchophorus palmarum 	South American palm weevil	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sugarcane	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sugarcane	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sunflower	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sunflower	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sunflower	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sunflower	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sweet potato	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sweet potato	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Taro	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Taro	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tobacco	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Chrysodeixis chalcites	Golden twin spot moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tobacco	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tobacco	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tobacco	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tobacco	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Chrysodeixis chalcites	Golden twin spot moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Epiphyas postvittana	Light brown apple moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Neoleucinodes elegantalis	Tomato fruit borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ralstonia solanacearum race 3 biovar 2	Bacterial wilt	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tospovirus Groundnut bud necrosis virus	Groundnut bud necrosis (GBNV)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tuta absoluta	Tomato leafminer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Aeolesthes sarta	City longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Walnut*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Megaplatypus mutatus	No common name, an ambrosia beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Walnut*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tobamovirus Cucumber green mottle mosaic virus	Cucumber green mottle mosaic (CGMMV)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Watermelon	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Anguina tritici	Wheat seed gall nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Eurygaster integriceps	Sunn pest	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Heterodera latipons	Mediterranean cereal cyst nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Laodelphax striatellus	Small brown planthopper	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Meloidogyne artiellia	British root-knot nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Nysius huttoni	Wheat bug	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Lymantria dispar asiatica	Asian gypsy moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Alder	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Phytophthora alni	Alder root and collar rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Alder	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Adoxophyes orana	Summer fruit tortrix moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Apple*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Anoplophora chinensis	Citrus longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Apple*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Archips xylosteanus	Variegated golden tortrix	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Apple*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma mali' 16SrX-A	Apple proliferation	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Apple*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Epiphyas postvittana	Light brown apple moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Apple*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Leucoptera malifoliella 	Pear leaf blister moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Apple*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Lymantria dispar asiatica	Asian gypsy moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Apple*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Megaplatypus mutatus	No common name, an ambrosia beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Apple*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monilia polystroma 	Asiatic brown rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Apple*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monilinia fructigena 	Brown rot, Apple brown rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Apple*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Apple*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Trichoferus campestris	Velvet longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Apple*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Agrilus planipennis	Emerald ash borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Ash	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Hymenoscyphus fraxineus 	Ash dieback	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Ash	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Cryptoblabes gnidiella	Christmas berry webworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Avocado*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Epiphyas postvittana	Light brown apple moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Avocado*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Neofusicoccum mangiferae	Mango fruit rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Avocado*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Avocado*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Stenoma catenifer	Avocado seed moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Avocado*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Avocado*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Xyleborus glabratus	Redbay ambrosia beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Avocado*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Phytophthora kernoviae	Beech bleeding canker	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Beech	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Trypodendron domesticum	European hardwood ambrosia beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Beech	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Anoplophora glabripennis	Asian longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Birch	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Trypodendron domesticum	European hardwood ambrosia beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Birch	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Epiphyas postvittana	Light brown apple moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Blueberry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Camellia	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Callidiellum villosulum	Brown fir longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cedar	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumetopoea pityocampa	Pine processionary moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cedar	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Adoxophyes orana	Summer fruit tortrix moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Argyresthia pruniella 	Cherry blossom moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Enarmonia formosana	Cherry bark tortrix	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Grapholita funebrana	Plum fruit moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Leucoptera malifoliella 	Pear leaf blister moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monilia polystroma 	Asiatic brown rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monilinia fructigena 	Brown rot, Apple brown rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Rhagoletis cerasi	European cherry fruit fly	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Trichoferus campestris	Velvet longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Scolytus intricatus	European oak bark beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Chestnut	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Phytophthora austrocedrae 	Mal del ciprés (Cypress mortality)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cypress	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Dendrolimus sibiricus	Siberian silk moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Douglas fir	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Anoplophora glabripennis	Asian longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Elm	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Lymantria dispar asiatica	Asian gypsy moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Elm	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Epiphyas postvittana	Light brown apple moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eucalyptus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Heteronychus arator	Black maize beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eucalyptus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Lymantria albescens	Okinawa gypsy moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eucalyptus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Callidiellum villosulum	Brown fir longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Fir	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Dendrolimus sibiricus	Siberian silk moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Fir	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Lymantria monacha	Nun moth 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Fir	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monochamus sutor	Small white-marmorated longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Fir	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monochamus urussovii	Black fir sawyer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Fir	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tetropium castaneum	Black spruce beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Fir	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tetropium fuscum	Brown spruce longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Fir	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Anoplophora chinensis	Citrus longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Hazel	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ceroplastes japonicus	Japanese wax scale    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Holly	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Phytophthora austrocedrae 	Mal del ciprés (Cypress mortality)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Juniper	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Dendrolimus sibiricus	Siberian silk moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Larch	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Lymantria dispar asiatica	Asian gypsy moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Larch	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
