sourceTaxonName	sourceTaxonNameCommon	interactionTypeId	interactionTypeName	targetTaxonName	referenceCitation	referenceUrl
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cauliflower	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cauliflower	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Chickpea	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ceroplastes japonicus	Japanese wax scale    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Cryptoblabes gnidiella	Christmas berry webworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Clover	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Coffee	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Coffee	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Harpophora maydis	Late wilt of corn	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Oxycarenus hyalinipennis	Cotton seed bug	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cowpea	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cowpea	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tobamovirus Cucumber green mottle mosaic virus	Cucumber green mottle mosaic (CGMMV)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cucumber	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eggplant	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Neoleucinodes elegantalis	Tomato fruit borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eggplant	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ralstonia solanacearum race 3 biovar 2	Bacterial wilt	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eggplant	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eggplant	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma australiense' 16SrXII-B	Australian grapevine yellows	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma solani' 16SrXII-A	Bois noir; Stolbur	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma vitis' 16SrV-C	Flavescence dorée 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Cryptoblabes gnidiella	Christmas berry webworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Pseudopezicula tracheiphila	Rotbrenner	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Kale	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Mango	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Mustard	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Agrilus biguttatus	Oak splendour beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Platypus quercivorus	Oak ambrosia beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Raffaelea quercivora	Japanese oak wilt	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumetopoea processionea	Oak processionary moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oats	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Laodelphax striatellus	Small brown planthopper	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oats	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Onion	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Paysandisia archon	South American palm borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma australiense' 16SrXII-B	Australian grapevine yellows	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Papaya	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pea, fresh	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma phoenicium' 16SrIX-B	Almond witches' broom	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peanut	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peanut	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peanut	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tospovirus Groundnut bud necrosis virus	Groundnut bud necrosis (GBNV)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peanut	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Neoleucinodes elegantalis	Tomato fruit borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ralstonia solanacearum race 3 biovar 2	Bacterial wilt	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pigeon pea	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Cronartium flaccidum	Scots pine blister rust	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Dendrolimus pini	Pine-tree lappet	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Dendrolimus punctatus	Masson pine moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Dendrolimus sibiricus	Siberian silk moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumetopoea pityocampa	Pine processionary moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tomicus destruens	Mediterranean pine shoot beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ceroplastes japonicus	Japanese wax scale    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Plum	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Plum	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma australiense' 16SrXII-B	Australian grapevine yellows	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Potato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Potato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Potato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ralstonia solanacearum race 3 biovar 2	Bacterial wilt	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Potato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Potato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tecia solanivora	Guatemalan potato moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Potato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tospovirus Groundnut bud necrosis virus	Groundnut bud necrosis (GBNV)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Potato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pumpkin, Squash/ Zucchini	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pumpkin, Squash/ Zucchini	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tobamovirus Cucumber green mottle mosaic virus	Cucumber green mottle mosaic (CGMMV)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pumpkin, Squash/ Zucchini	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Chilo suppressalis	Asiatic rice borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Rice	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Laodelphax striatellus	Small brown planthopper	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Rice	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Rice	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Xanthomonas oryzae pv. oryzae, X. oryzae pv. oryzicola 	Bacterial blight, Bacterial leaf streak	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Rice	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Anguina tritici	Wheat gall nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Rye	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sorghum	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sorghum	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sorghum	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma australiense' 16SrXII-B	Australian grapevine yellows	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Strawberry	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Strawberry	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sunflower	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sunflower	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Sweet potato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Taro	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tobacco	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tobacco	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Neoleucinodes elegantalis	Tomato fruit borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ralstonia solanacearum race 3 biovar 2	Bacterial wilt	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tospovirus Groundnut bud necrosis virus	Groundnut bud necrosis (GBNV)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tuta absoluta	Tomato leafminer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Tomato	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Megaplatypus mutatus	No common name, an ambrosia beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Walnut*	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tobamovirus Cucumber green mottle mosaic virus	Cucumber green mottle mosaic (CGMMV)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Watermelon	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Anguina tritici	Wheat gall nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Eurygaster integriceps	Sunn pest	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Laodelphax striatellus	Small brown planthopper	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Wheat	Priority Pest List 2017 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
